Timestamp,Matrix Size,Algorithm,Time Taken (s)
2024-10-26 11:12:02,3,dijkstra_all_pairs,0.0000000000
2024-10-26 11:12:02,3,floyd_warshall,0.0000000000
2024-10-26 11:12:02,3,dijkstra_all_pairs,0.0000000000
2024-10-26 11:12:02,3,floyd_warshall,0.0009877682
2024-10-26 11:12:03,3,dijkstra_all_pairs,0.0000000000
2024-10-26 11:12:03,3,floyd_warshall,0.0000000000
2024-10-26 11:12:04,5,dijkstra_all_pairs,0.0000000000
2024-10-26 11:12:04,5,floyd_warshall,0.0000000000
2024-10-26 11:12:04,5,dijkstra_all_pairs,0.0009965897
2024-10-26 11:12:04,5,floyd_warshall,0.0000000000
2024-10-26 11:12:05,5,dijkstra_all_pairs,0.0009868145
2024-10-26 11:12:05,5,floyd_warshall,0.0000000000
2024-10-26 11:12:06,7,dijkstra_all_pairs,0.0005168915
2024-10-26 11:12:06,7,floyd_warshall,0.0000000000
2024-10-26 11:12:07,7,dijkstra_all_pairs,0.0000000000
2024-10-26 11:12:07,7,floyd_warshall,0.0009956360
2024-10-26 11:12:07,7,dijkstra_all_pairs,0.0010001659
2024-10-26 11:12:07,7,floyd_warshall,0.0000000000
2024-10-26 11:12:08,9,dijkstra_all_pairs,0.0010039806
2024-10-26 11:12:08,9,floyd_warshall,0.0009963512
2024-10-26 11:12:09,9,dijkstra_all_pairs,0.0025372505
2024-10-26 11:12:09,9,floyd_warshall,0.0000000000
2024-10-26 11:12:10,9,dijkstra_all_pairs,0.0020034313
2024-10-26 11:12:10,9,floyd_warshall,0.0009965897
2024-10-26 11:12:11,11,dijkstra_all_pairs,0.0030059814
2024-10-26 11:12:11,11,floyd_warshall,0.0009968281
2024-10-26 11:12:12,11,dijkstra_all_pairs,0.0019917488
2024-10-26 11:12:12,11,floyd_warshall,0.0009968281
2024-10-26 11:12:13,11,dijkstra_all_pairs,0.0029954910
2024-10-26 11:12:13,11,floyd_warshall,0.0000000000
2024-10-26 11:12:15,13,dijkstra_all_pairs,0.0029897690
2024-10-26 11:12:15,13,floyd_warshall,0.0025773048
2024-10-26 11:12:16,13,dijkstra_all_pairs,0.0031635761
2024-10-26 11:12:16,13,floyd_warshall,0.0019929409
2024-10-26 11:12:17,13,dijkstra_all_pairs,0.0045576096
2024-10-26 11:12:17,13,floyd_warshall,0.0020844936
2024-10-26 11:12:18,15,dijkstra_all_pairs,0.0049836636
2024-10-26 11:12:18,15,floyd_warshall,0.0039865971
2024-10-26 11:12:20,15,dijkstra_all_pairs,0.0049836636
2024-10-26 11:12:20,15,floyd_warshall,0.0029897690
2024-10-26 11:12:21,15,dijkstra_all_pairs,0.0049755573
2024-10-26 11:12:21,15,floyd_warshall,0.0031094551
