Timestamp,Matrix Size,Algorithm,Time Taken (s)
2024-10-27 16:00:48,3,dijkstra_all_pairs,0.0000000000
2024-10-27 16:00:48,3,floyd_warshall,0.0000000000
2024-10-27 16:00:48,3,dijkstra_all_pairs,0.0006134510
2024-10-27 16:00:48,3,floyd_warshall,0.0000000000
2024-10-27 16:00:48,3,dijkstra_all_pairs,0.0000000000
2024-10-27 16:00:48,3,floyd_warshall,0.0000000000
2024-10-27 16:00:48,3,dijkstra_all_pairs,0.0000000000
2024-10-27 16:00:48,3,floyd_warshall,0.0000000000
2024-10-27 16:00:48,3,dijkstra_all_pairs,0.0000000000
2024-10-27 16:00:48,3,floyd_warshall,0.0000000000
2024-10-27 16:00:48,3,dijkstra_all_pairs,0.0000000000
2024-10-27 16:00:48,3,floyd_warshall,0.0000000000
2024-10-27 16:00:48,3,dijkstra_all_pairs,0.0000000000
2024-10-27 16:00:48,3,floyd_warshall,0.0000000000
2024-10-27 16:00:48,3,dijkstra_all_pairs,0.0010433197
2024-10-27 16:00:48,3,floyd_warshall,0.0000000000
2024-10-27 16:00:48,3,dijkstra_all_pairs,0.0000000000
2024-10-27 16:00:48,3,floyd_warshall,0.0000000000
2024-10-27 16:00:48,3,dijkstra_all_pairs,0.0000000000
2024-10-27 16:00:48,3,floyd_warshall,0.0000000000
2024-10-27 16:00:48,3,dijkstra_all_pairs,0.0000000000
2024-10-27 16:00:48,3,floyd_warshall,0.0000000000
2024-10-27 16:00:48,3,dijkstra_all_pairs,0.0000000000
2024-10-27 16:00:48,3,floyd_warshall,0.0000000000
2024-10-27 16:00:48,3,dijkstra_all_pairs,0.0009939671
2024-10-27 16:00:48,3,floyd_warshall,0.0000000000
2024-10-27 16:00:48,3,dijkstra_all_pairs,0.0009934902
2024-10-27 16:00:48,3,floyd_warshall,0.0000000000
2024-10-27 16:00:48,3,dijkstra_all_pairs,0.0000000000
2024-10-27 16:00:48,3,floyd_warshall,0.0000000000
2024-10-27 16:00:48,3,dijkstra_all_pairs,0.0009984970
2024-10-27 16:00:48,3,floyd_warshall,0.0000000000
2024-10-27 16:00:48,3,dijkstra_all_pairs,0.0000000000
2024-10-27 16:00:48,3,floyd_warshall,0.0000000000
2024-10-27 16:00:48,3,dijkstra_all_pairs,0.0010156631
2024-10-27 16:00:48,3,floyd_warshall,0.0000000000
2024-10-27 16:00:48,3,dijkstra_all_pairs,0.0000000000
