Timestamp,Matrix Size,Algorithm,Time Taken (s)
2024-10-26 11:58:41,3,dijkstra_all_pairs,0.0000000000
2024-10-26 11:58:41,3,floyd_warshall,0.0000000000
2024-10-26 11:58:41,3,dijkstra_all_pairs,0.0000000000
2024-10-26 11:58:41,3,floyd_warshall,0.0000000000
2024-10-26 11:58:42,3,dijkstra_all_pairs,0.0000000000
2024-10-26 11:58:42,3,floyd_warshall,0.0000000000
2024-10-26 11:58:42,5,dijkstra_all_pairs,0.0009982586
2024-10-26 11:58:42,5,floyd_warshall,0.0000000000
2024-10-26 11:58:43,5,dijkstra_all_pairs,0.0000000000
2024-10-26 11:58:43,5,floyd_warshall,0.0000000000
2024-10-26 11:58:44,5,dijkstra_all_pairs,0.0000000000
2024-10-26 11:58:44,5,floyd_warshall,0.0000000000
2024-10-26 11:58:44,7,dijkstra_all_pairs,0.0009977818
2024-10-26 11:58:44,7,floyd_warshall,0.0000000000
2024-10-26 11:58:45,7,dijkstra_all_pairs,0.0009987354
2024-10-26 11:58:45,7,floyd_warshall,0.0000000000
2024-10-26 11:58:46,7,dijkstra_all_pairs,0.0009965897
2024-10-26 11:58:46,7,floyd_warshall,0.0000000000
2024-10-26 11:58:47,9,dijkstra_all_pairs,0.0010042191
2024-10-26 11:58:47,9,floyd_warshall,0.0010852814
2024-10-26 11:58:48,9,dijkstra_all_pairs,0.0010273457
2024-10-26 11:58:48,9,floyd_warshall,0.0009965897
2024-10-26 11:58:48,9,dijkstra_all_pairs,0.0009882450
2024-10-26 11:58:48,9,floyd_warshall,0.0009965897
2024-10-26 11:58:49,11,dijkstra_all_pairs,0.0025854111
2024-10-26 11:58:49,11,floyd_warshall,0.0009868145
2024-10-26 11:58:50,11,dijkstra_all_pairs,0.0029816628
2024-10-26 11:58:50,11,floyd_warshall,0.0009968281
2024-10-26 11:58:51,11,dijkstra_all_pairs,0.0029911995
2024-10-26 11:58:51,11,floyd_warshall,0.0009965897
2024-10-26 11:58:52,13,dijkstra_all_pairs,0.0032858849
2024-10-26 11:58:52,13,floyd_warshall,0.0019946098
2024-10-26 11:58:53,13,dijkstra_all_pairs,0.0035963058
2024-10-26 11:58:53,13,floyd_warshall,0.0019943714
2024-10-26 11:58:55,13,dijkstra_all_pairs,0.0040771961
2024-10-26 11:58:55,13,floyd_warshall,0.0019881725
2024-10-26 11:58:56,15,dijkstra_all_pairs,0.0064854622
2024-10-26 11:58:56,15,floyd_warshall,0.0035212040
2024-10-26 11:58:57,15,dijkstra_all_pairs,0.0045807362
2024-10-26 11:58:57,15,floyd_warshall,0.0030891895
2024-10-26 11:58:59,15,dijkstra_all_pairs,0.0058796406
2024-10-26 11:58:59,15,floyd_warshall,0.0030817986
