Timestamp,Matrix Size,Algorithm,Time Taken (s)
2024-10-26 12:08:16,3,dijkstra_all_pairs,0.0000000000
2024-10-26 12:08:16,3,floyd_warshall,0.0000000000
2024-10-26 12:08:16,3,dijkstra_all_pairs,0.0000000000
2024-10-26 12:08:16,3,floyd_warshall,0.0000000000
2024-10-26 12:08:17,3,dijkstra_all_pairs,0.0010240078
2024-10-26 12:08:17,3,floyd_warshall,0.0000000000
2024-10-26 12:08:17,5,dijkstra_all_pairs,0.0000000000
2024-10-26 12:08:17,5,floyd_warshall,0.0000000000
2024-10-26 12:08:18,5,dijkstra_all_pairs,0.0000000000
2024-10-26 12:08:18,5,floyd_warshall,0.0000000000
2024-10-26 12:08:19,5,dijkstra_all_pairs,0.0000000000
2024-10-26 12:08:19,5,floyd_warshall,0.0011177063
2024-10-26 12:08:19,7,dijkstra_all_pairs,0.0000000000
2024-10-26 12:08:19,7,floyd_warshall,0.0015127659
2024-10-26 12:08:20,7,dijkstra_all_pairs,0.0009958744
2024-10-26 12:08:20,7,floyd_warshall,0.0009961128
2024-10-26 12:08:21,7,dijkstra_all_pairs,0.0000000000
2024-10-26 12:08:21,7,floyd_warshall,0.0015091896
2024-10-26 12:08:22,9,dijkstra_all_pairs,0.0020024776
2024-10-26 12:08:22,9,floyd_warshall,0.0000000000
2024-10-26 12:08:23,9,dijkstra_all_pairs,0.0009880066
2024-10-26 12:08:23,9,floyd_warshall,0.0010061264
2024-10-26 12:08:24,9,dijkstra_all_pairs,0.0014021397
2024-10-26 12:08:24,9,floyd_warshall,0.0010559559
2024-10-26 12:08:25,11,dijkstra_all_pairs,0.0022015572
2024-10-26 12:08:25,11,floyd_warshall,0.0019879341
2024-10-26 12:08:26,11,dijkstra_all_pairs,0.0020017624
2024-10-26 12:08:26,11,floyd_warshall,0.0015146732
2024-10-26 12:08:27,11,dijkstra_all_pairs,0.0012173653
2024-10-26 12:08:27,11,floyd_warshall,0.0015866756
2024-10-26 12:08:28,13,dijkstra_all_pairs,0.0029783249
2024-10-26 12:08:28,13,floyd_warshall,0.0029897690
2024-10-26 12:08:29,13,dijkstra_all_pairs,0.0035042763
2024-10-26 12:08:29,13,floyd_warshall,0.0020120144
2024-10-26 12:08:30,13,dijkstra_all_pairs,0.0039024353
2024-10-26 12:08:30,13,floyd_warshall,0.0020561218
2024-10-26 12:08:32,15,dijkstra_all_pairs,0.0045318604
2024-10-26 12:08:32,15,floyd_warshall,0.0035870075
2024-10-26 12:08:33,15,dijkstra_all_pairs,0.0059900284
2024-10-26 12:08:33,15,floyd_warshall,0.0029799938
2024-10-26 12:08:34,15,dijkstra_all_pairs,0.0053040981
2024-10-26 12:08:34,15,floyd_warshall,0.0036189556
