Timestamp,Matrix Size,Algorithm,Time Taken (s)
2024-10-26 11:59:46,3,dijkstra_all_pairs,0.0000000000
2024-10-26 11:59:46,3,floyd_warshall,0.0010085106
2024-10-26 11:59:47,3,dijkstra_all_pairs,0.0000000000
2024-10-26 11:59:47,3,floyd_warshall,0.0000000000
2024-10-26 11:59:47,3,dijkstra_all_pairs,0.0000000000
2024-10-26 11:59:47,3,floyd_warshall,0.0000000000
2024-10-26 11:59:48,5,dijkstra_all_pairs,0.0000000000
2024-10-26 11:59:48,5,floyd_warshall,0.0000000000
2024-10-26 11:59:49,5,dijkstra_all_pairs,0.0000000000
2024-10-26 11:59:49,5,floyd_warshall,0.0000000000
2024-10-26 11:59:49,5,dijkstra_all_pairs,0.0000000000
2024-10-26 11:59:49,5,floyd_warshall,0.0000000000
2024-10-26 11:59:50,7,dijkstra_all_pairs,0.0009965897
2024-10-26 11:59:50,7,floyd_warshall,0.0000000000
2024-10-26 11:59:51,7,dijkstra_all_pairs,0.0009977818
2024-10-26 11:59:51,7,floyd_warshall,0.0000000000
2024-10-26 11:59:51,7,dijkstra_all_pairs,0.0000000000
2024-10-26 11:59:51,7,floyd_warshall,0.0009987354
2024-10-26 11:59:52,9,dijkstra_all_pairs,0.0010468960
2024-10-26 11:59:52,9,floyd_warshall,0.0009486675
2024-10-26 11:59:53,9,dijkstra_all_pairs,0.0019929409
2024-10-26 11:59:53,9,floyd_warshall,0.0000000000
2024-10-26 11:59:54,9,dijkstra_all_pairs,0.0010066032
2024-10-26 11:59:54,9,floyd_warshall,0.0009949207
2024-10-26 11:59:55,11,dijkstra_all_pairs,0.0012698174
2024-10-26 11:59:55,11,floyd_warshall,0.0020294189
2024-10-26 11:59:56,11,dijkstra_all_pairs,0.0020041466
2024-10-26 11:59:56,11,floyd_warshall,0.0015583038
2024-10-26 11:59:57,11,dijkstra_all_pairs,0.0029060841
2024-10-26 11:59:57,11,floyd_warshall,0.0010869503
2024-10-26 11:59:58,13,dijkstra_all_pairs,0.0039780140
2024-10-26 11:59:58,13,floyd_warshall,0.0019929409
2024-10-26 11:59:59,13,dijkstra_all_pairs,0.0022363663
2024-10-26 11:59:59,13,floyd_warshall,0.0027339458
2024-10-26 12:00:00,13,dijkstra_all_pairs,0.0040049553
2024-10-26 12:00:00,13,floyd_warshall,0.0019946098
2024-10-26 12:00:02,15,dijkstra_all_pairs,0.0050528049
2024-10-26 12:00:02,15,floyd_warshall,0.0035274029
2024-10-26 12:00:03,15,dijkstra_all_pairs,0.0051946640
2024-10-26 12:00:03,15,floyd_warshall,0.0026566982
2024-10-26 12:00:04,15,dijkstra_all_pairs,0.0056042671
2024-10-26 12:00:04,15,floyd_warshall,0.0034389496
